Clusters,Pangenome Class,COG,Description,Enzyme Class,KEGG Orthology,KEGG Pathway,KEGG Reaction,Resistance Product,Resistance,Metabolism
cluster_73,core,F,Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP),Orotidine-5'-phosphate decarboxylase[4.1.1.23],orotidine-5'-phosphate decarboxylase[K01591],Pyrimidine metabolism[map00240]; Metabolic pathways[map01100],Orotidine 5'-phosphate <=> UMP + CO2[R00965],-,-,-
cluster_74,core,F,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",Orotate phosphoribosyltransferase[2.4.2.10]; Orotidine-5'-phosphate decarboxylase[4.1.1.23],orotate phosphoribosyltransferase[K00762]; orotidine-5'-phosphate decarboxylase[K01591]; uridine monophosphate synthetase[K13421],Pyrimidine metabolism[map00240]; Drug metabolism - other enzymes[map00983]; Metabolic pathways[map01100],Orotidine 5'-phosphate <=> UMP + CO2[R00965]; Orotidine 5'-phosphate + Diphosphate <=> Orotate + 5-Phospho-alpha-D-ribose 1-diphosphate[R01870]; 5-FU + 5-Phospho-alpha-D-ribose 1-diphosphate <=> 5-Fluorouridine monophosphate + Diphosphate[R08231],-,-,-
cluster_75,core,S,3-demethylubiquinone-9 3-methyltransferase domain protein,-,-,-,-,-,-,-
cluster_76,core,F,"Essential for recycling GMP and indirectly, cGMP",Guanylate kinase[2.7.4.8],guanylate kinase[K00942],Purine metabolism[map00230]; Metabolic pathways[map01100],ATP + GMP <=> ADP + GDP[R00332]; ATP + dGMP <=> ADP + dGDP[R02090],-,-,-
cluster_77,dispensable,S,"One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit",Thiamine phosphate phosphatase[3.1.3.100],ribosome biogenesis GTPase / thiamine phosphate phosphatase[K06949],Thiamine metabolism[map00730]; Metabolic pathways[map01100],Thiamin diphosphate + H2O <=> Thiamin monophosphate + Orthophosphate[R00615]; Thiamin monophosphate + H2O <=> Thiamine + Orthophosphate[R02135],-,-,-
cluster_78,core,S,"Asp23 family, cell envelope-related function",-,-,-,-,-,-,-
cluster_79,core,J,"An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes",-,16S rRNA processing protein RimM[K02860],-,-,-,-,-
cluster_80,core,J,This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site,-,large subunit ribosomal protein L19[K02884],Ribosome[map03010],-,-,-,-
cluster_81,core,J,"Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS",Proline--tRNA ligase[6.1.1.15],prolyl-tRNA synthetase[K01881],Aminoacyl-tRNA biosynthesis[map00970],ATP + L-Proline + tRNA(Pro) <=> AMP + Diphosphate + L-Prolyl-tRNA(Pro)[R03661],-,-,-
cluster_82,core,K,Participates in both transcription termination and antitermination,-,transcription termination/antitermination protein NusA[K02600]; small subunit ribosomal protein S1[K02945],Ribosome[map03010],-,-,-,-
cluster_83,core,H,Belongs to the ribF family,Riboflavin kinase[2.7.1.26]; FAD synthase[2.7.7.2],riboflavin kinase / FMN adenylyltransferase[K11753],Riboflavin metabolism[map00740]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],ATP + FMN <=> Diphosphate + FAD[R00161]; ATP + Riboflavin <=> ADP + FMN[R00549],-,-,-
cluster_84,core,L,"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage",-,recombination protein RecA[K03553],Homologous recombination[map03440],-,-,-,-
cluster_85,dispensable,S,Thiamine-binding protein,-,-,-,-,-,-,-
cluster_86,core,P,Plays a role in the regulation of phosphate uptake,-,phosphate transport system protein[K02039],-,-,-,-,-
cluster_87,core,E,Catalyzes the transfer of an acetyl group from acetyl- CoA to tetrahydrodipicolinate,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase[2.3.1.117]; Tetrahydrodipicolinate N-acetyltransferase[2.3.1.89]","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase[K00674]; tetrahydrodipicolinate N-acetyltransferase[K05822]",Lysine biosynthesis[map00300]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Biosynthesis of amino acids[map01230],"2,3,4,5-Tetrahydrodipicolinate + Acetyl-CoA + H2O <=> N-Acetyl-L-2-amino-6-oxopimelate + CoA[R04364]; Succinyl-CoA + 2,3,4,5-Tetrahydrodipicolinate + H2O <=> CoA + N-Succinyl-2-L-amino-6-oxoheptanedioate[R04365]",-,-,-
cluster_88,core,C,aldo keto reductase,-,-,-,-,-,-,-
cluster_89,core,S,Belongs to the UPF0297 family,-,-,-,-,-,-,-
cluster_90,core,E,permease,-,"amino acid transporter, AAT family[K03293]; D-serine/D-alanine/glycine transporter[K11737]",-,-,-,-,-
cluster_91,core,S,UPF0316 protein,-,-,-,-,-,-,-
cluster_92,core,J,Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine,L-threonylcarbamoyladenylate synthase[2.7.7.87]; Protein-tyrosine-phosphatase[3.1.3.48],protein-tyrosine phosphatase[K01104]; L-threonylcarbamoyladenylate synthase[K07566],-,L-Threonine + ATP + HCO3- + H+ <=> L-Threonylcarbamoyladenylate + Diphosphate + H2O[R10463],-,-,-
cluster_93,core,F,thymidine kinase,Thymidine kinase[2.7.1.21],thymidine kinase[K00857],Pyrimidine metabolism[map00240]; Drug metabolism - other enzymes[map00983]; Metabolic pathways[map01100],ATP + Thymidine <=> ADP + dTMP[R01567]; ATP + Deoxyuridine <=> ADP + dUMP[R02099]; 5-Fluorodeoxyuridine + ATP <=> 5-Fluorodeoxyuridine monophosphate + ADP[R08233],-,-,-
cluster_94,core,S,Domain of unknown function (DUF2529),-,-,-,-,-,-,-
cluster_95,core,J,Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA,-,small subunit ribosomal protein S19[K02965],Ribosome[map03010],-,-,-,-
cluster_96,core,S,Membrane transport protein,-,-,-,-,-,-,-
cluster_97,core,S,Protein of unknown function (DUF2871),-,-,-,-,-,-,-
cluster_98,core,S,COG3956 Protein containing tetrapyrrole methyltransferase domain and MazG-like,XTP/dITP diphosphatase[3.6.1.66]; Nucleotide diphosphatase[3.6.1.9],tetrapyrrole methylase family protein / MazG family protein[K02499]; nucleoside triphosphate diphosphatase[K04765],Purine metabolism[map00230]; Pyrimidine metabolism[map00240]; Nicotinate and nicotinamide metabolism[map00760]; Pantothenate and CoA biosynthesis[map00770]; Metabolic pathways[map01100],ATP + H2O <=> ADP + Orthophosphate[R00086]; ATP + H2O <=> AMP + Diphosphate[R00087]; NAD+ + H2O <=> AMP + Nicotinamide D-ribonucleotide[R00103]; UDP-glucose + H2O <=> UMP + D-Glucose 1-phosphate[R00287]; GTP + H2O <=> GMP + Diphosphate[R00426]; CTP + H2O <=> CMP + Diphosphate[R00515]; UTP + H2O <=> UMP + Diphosphate[R00662]; ITP + H2O <=> IMP + Diphosphate[R00720]; dGTP + H2O <=> dGMP + Diphosphate[R01855]; dUTP + H2O <=> dUMP + Diphosphate[R02100]; XTP + H2O <=> Xanthosine 5'-phosphate + Diphosphate[R02720]; Deamino-NAD+ + H2O <=> AMP + Nicotinate D-ribonucleotide[R03004]; Dephospho-CoA + H2O <=> Pantetheine 4'-phosphate + AMP[R03036]; dITP + H2O <=> 2'-Deoxyinosine 5'-phosphate + Diphosphate[R03531]; dTTP + H2O <=> dTMP + Diphosphate[R11323],-,-,-
cluster_99,core,J,Ribosomal protein L30,-,large subunit ribosomal protein L30[K02907],Ribosome[map03010],-,-,-,-
cluster_100,core,M,transferase,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase[2.7.8.33]; UDP-N-acetylglucosamine--decaprenyl-phosphate N-acetylglucosaminephosphotransferase[2.7.8.35],UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase[K02851],-,"UDP-N-acetyl-alpha-D-glucosamine + di-trans,poly-cis-Undecaprenyl phosphate <=> N-Acetyl-D-glucosaminyldiphosphoundecaprenol + UMP[R08856]",-,-,-
cluster_101,core,K,"Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides",-,transcription elongation factor GreA[K03624],-,-,-,-,-
cluster_102,core,J,Belongs to the universal ribosomal protein uS9 family,-,small subunit ribosomal protein S9[K02996],Ribosome[map03010],-,-,-,-
cluster_103,core,M,Is able to cleave peptidoglycan,-,resuscitation-promoting factor RpfA[K21687],-,-,-,-,-
cluster_104,core,F,Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily,Adenylosuccinate lyase[4.3.2.2],adenylosuccinate lyase[K01756],"Purine metabolism[map00230]; Alanine, aspartate and glutamate metabolism[map00250]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]","N6-(1,2-Dicarboxyethyl)-AMP <=> Fumarate + AMP[R01083]; 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole <=> Fumarate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide[R04559]",-,-,-
cluster_105,core,O,Component of the thioredoxin-thioredoxin reductase system. Participates in various redox reactions through the reversible oxidation of its active center dithiol to a disulfide and catalyzes dithiol-disulfide exchange reactions (By similarity),-,thioredoxin 1[K03671],NOD-like receptor signaling pathway[map04621],-,-,-,-
cluster_106,core,O,FeS assembly ATPase SufC,-,Fe-S cluster assembly ATP-binding protein[K09013],-,-,-,-,-
cluster_107,core,C,Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family,Thioredoxin-disulfide reductase[1.8.1.9],thioredoxin reductase (NADPH)[K00384],Selenocompound metabolism[map00450],Thioredoxin + NADP+ <=> Thioredoxin disulfide + NADPH + H+[R02016]; Hydrogen selenide + 3 NADP+ + 3 H2O <=> Selenite + 3 NADPH + 5 H+[R03596]; 2 NADPH + 2 H+ + Methylselenic acid <=> 2 NADP+ + 2 H2O + Methaneselenol[R09372],-,-,-
cluster_108,core,T,COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,-,"two-component system, OmpR family, response regulator ResD[K07775]",Two-component system[map02020],-,-,-,-
cluster_109,core,T,Belongs to the anti-sigma-factor antagonist family,-,anti-sigma B factor antagonist[K04749],-,-,-,-,-
cluster_110,core,F,Belongs to the metallo-dependent hydrolases superfamily. DHOase family. Class I DHOase subfamily,Dihydroorotase[3.5.2.3],dihydroorotase[K01465],Pyrimidine metabolism[map00240]; Metabolic pathways[map01100],(S)-Dihydroorotate + H2O <=> N-Carbamoyl-L-aspartate[R01993],-,-,-
cluster_111,core,D,"NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34",-,tRNA uridine 5-carboxymethylaminomethyl modification enzyme[K03495],-,tRNA containing 2-thiouridine + Glycine + Folinic acid + Reduced acceptor <=> tRNA containing 5-carboxymethylaminomethyl-2-thiouridine + Tetrahydrofolate + Acceptor + H2O[R08701],-,-,-
cluster_112,core,J,Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs,-,large subunit ribosomal protein L16[K02878],Ribosome[map03010],-,-,-,-
cluster_113,core,C,"quinol oxidase, subunit",Menaquinol oxidase (H(+)-transporting)[1.10.3.12]; Cytochrome-c oxidase[1.9.3.1],cytochrome c oxidase subunit III[K02276]; cytochrome o ubiquinol oxidase subunit III[K02299]; cytochrome aa3-600 menaquinol oxidase subunit III[K02828],Oxidative phosphorylation[map00190]; Metabolic pathways[map01100],Oxygen + 4 Ferrocytochrome c + 4 H+ <=> 4 Ferricytochrome c + 2 H2O[R00081]; 2 Menaquinol + Oxygen + n H+ <=> 2 Menaquinone + 2 H2O + n H+[R09492],-,-,-
cluster_114,core,C,"Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second",Pyruvate carboxylase[6.4.1.1],pyruvate carboxylase[K01958],Citrate cycle (TCA cycle)[map00020]; Pyruvate metabolism[map00620]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230],ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate[R00344],-,-,-
cluster_115,core,J,Involved in the binding of tRNA to the ribosomes,-,small subunit ribosomal protein S10[K02946],Ribosome[map03010],-,-,-,-
cluster_116,core,P,subunit C,NADH:ubiquinone reductase (H(+)-translocating)[1.6.5.3],NADH-quinone oxidoreductase subunit K[K00340]; multicomponent K+:H+ antiporter subunit C[K05560]; multicomponent Na+:H+ antiporter subunit C[K05567],Oxidative phosphorylation[map00190]; Metabolic pathways[map01100],Ubiquinone + NADH + 6 H+ <=> Ubiquinol + NAD+ + 5 H+[R11945],-,-,-
cluster_117,core,EH,Belongs to the TPP enzyme family,Acetolactate synthase[2.2.1.6],acetolactate synthase I/II/III large subunit[K01652],"Valine, leucine and isoleucine biosynthesis[map00290]; Butanoate metabolism[map00650]; C5-Branched dibasic acid metabolism[map00660]; Pantothenate and CoA biosynthesis[map00770]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; 2-Oxocarboxylic acid metabolism[map01210]; Biosynthesis of amino acids[map01230]",2-Acetolactate + CO2 <=> 2 Pyruvate[R00006]; Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2[R00014]; (S)-2-Acetolactate + CO2 <=> 2 Pyruvate[R00226]; 2-Acetolactate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + Pyruvate[R03050]; (S)-2-Acetolactate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + Pyruvate[R04672]; 2-Oxobutanoate + 2-(alpha-Hydroxyethyl)thiamine diphosphate <=> (S)-2-Aceto-2-hydroxybutanoate + Thiamin diphosphate[R04673]; Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2[R08648],-,-,-
cluster_118,core,C,"COG0022 Pyruvate 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit",Pyruvate dehydrogenase (acetyl-transferring)[1.2.4.1]; 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)[1.2.4.4],"pyruvate dehydrogenase E1 component beta subunit[K00162]; 2-oxoisovalerate dehydrogenase E1 component beta subunit[K00167]; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta[K21417]","Glycolysis / Gluconeogenesis[map00010]; Citrate cycle (TCA cycle)[map00020]; Valine, leucine and isoleucine degradation[map00280]; Pyruvate metabolism[map00620]; Propanoate metabolism[map00640]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2[R00014]; Pyruvate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+[R00209]; Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + CO2[R01699]; 2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate[R03270]; 3-Methyl-2-oxobutanoic acid + Thiamin diphosphate <=> 2-Methyl-1-hydroxypropyl-ThPP + CO2[R07599]; 2-Methyl-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine + Thiamin diphosphate[R07600]; 4-Methyl-2-oxopentanoate + Thiamin diphosphate <=> 3-Methyl-1-hydroxybutyl-ThPP + CO2[R07601]; 3-Methyl-1-hydroxybutyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine + Thiamin diphosphate[R07602]; (S)-3-Methyl-2-oxopentanoic acid + Thiamin diphosphate <=> 2-Methyl-1-hydroxybutyl-ThPP + CO2[R07603]; 2-Methyl-1-hydroxybutyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine + Thiamin diphosphate[R07604]; 2-Oxobutanoate + Thiamin diphosphate <=> 2-(alpha-Hydroxypropyl)thiamine diphosphate + CO2[R10996]; 2-(alpha-Hydroxypropyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> Enzyme N6-(S-propyldihydrolipoyl)lysine + Thiamin diphosphate[R10997],-,-,-
cluster_119,core,J,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit",-,small subunit ribosomal protein S8[K02994],Ribosome[map03010],-,-,-,-
cluster_120,core,K,transcriptional,-,"MarR family transcriptional regulator, multiple gene regulator MgrA[K18906]",-,-,multidrug efflux pump regulator,"Drug: Acridine dye; Beta-lactam (Cephalosporin, Penicillin); Disinfecting agents and intercalating dyes; Fluoroquinolone; Peptide; Tetracycline",-
cluster_121,core,J,asparaginyl-tRNA,Asparagine--tRNA ligase[6.1.1.22],asparaginyl-tRNA synthetase[K01893],Aminoacyl-tRNA biosynthesis[map00970],ATP + L-Asparagine + tRNA(Asn) <=> AMP + Diphosphate + L-Asparaginyl-tRNA(Asn)[R03648],-,-,-
